Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
276,Moura,pt POR,DF,Porto,25-120,1999,9,9,767,8.5,0.00,0.35,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.24,2.12,5.29,6.12,0.00,0.35,0.35,0.00,0.35,0.00,0.23,0.23,0.00,0.23,Matches
277,Jo�o Moutinho,pt POR,MF,Braga,38-097,1986,5,4,366,4.1,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.02,0.02,0.15,0.17,0.73,6.59,1.95,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.17,0.01,0.17,Matches
278,MT,br BRA,"MF,DF",Santa Clara,23-288,2001,13,13,1.17,13.0,0.00,0.08,0.08,0.00,0.00,0.00,0.23,0.00,0.03,0.03,0.12,0.15,1.69,4.69,3.00,0.00,0.08,0.08,0.00,0.08,0.03,0.12,0.16,0.03,0.16,Matches
279,Jonathan Mutombo,fr FRA,DF,Gil Vicente FC,22-109,2002,5,2,230,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.04,0.04,0.12,0.15,0.77,6.15,5.77,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14,Matches
280,Manuel Namora,pt POR,DF,Boavista,26-306,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Nani,pt POR,"FW,MF",Estrela,38-027,1986,9,4,465,5.2,0.19,0.00,0.19,0.19,0.00,0.00,0.58,0.00,0.06,0.06,0.08,0.13,1.73,2.12,3.85,0.19,0.00,0.19,0.19,0.19,0.06,0.07,0.13,0.06,0.13,Matches
282,Fran Navarro,es ESP,FW,Porto,26-315,1998,4,1,91,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,0.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.43,0.43,0.43,Matches
283,Christian Neiva Afonso,pt POR,DF,AVS Futebol,30-004,1994,13,12,992,11.0,0.09,0.18,0.27,0.09,0.00,0.00,0.09,0.00,0.03,0.03,0.11,0.14,1.00,2.27,2.55,0.09,0.18,0.27,0.09,0.27,0.02,0.11,0.14,0.02,0.14,Matches
284,Nen�,br BRA,FW,AVS Futebol,41-139,1983,6,3,285,3.2,0.63,0.00,0.63,0.63,0.00,0.00,0.31,0.00,0.31,0.31,0.00,0.34,0.00,3.13,4.38,0.63,0.00,0.63,0.63,0.63,0.33,0.01,0.34,0.33,0.34,Matches
285,Neto,br BRA,MF,Farense,33-103,1991,12,10,765,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.02,0.02,0.04,0.06,0.12,3.65,0.47,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Matches
286,Martim Neto,pt POR,MF,Rio Ave,21-335,2003,8,7,527,5.9,0.17,0.17,0.34,0.17,0.00,0.00,0.34,0.00,0.02,0.02,0.12,0.14,1.36,5.93,2.20,0.17,0.17,0.34,0.17,0.34,0.02,0.12,0.14,0.02,0.14,Matches
287,Sikou Niakat�,ml MLI,DF,Braga,25-157,1999,10,10,900,10.0,0.10,0.00,0.10,0.10,0.00,0.00,0.20,0.00,0.05,0.05,0.00,0.05,0.20,4.30,0.10,0.10,0.00,0.10,0.10,0.10,0.05,0.00,0.05,0.05,0.05,Matches
288,Miguel N�brega,pt POR,DF,Rio Ave,24-241,2000,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
289,Jo�o Novais,pt POR,MF,Rio Ave,31-157,1993,12,7,662,7.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.24,0.30,2.43,4.59,3.38,0.00,0.00,0.00,0.00,0.00,0.06,0.24,0.30,0.06,0.30,Matches
290,Samuel Obeng,gh GHA,FW,Casa Pia,27-213,1997,7,4,298,3.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.18,0.30,0.91,2.12,0.00,0.00,0.00,0.00,0.00,0.16,0.01,0.17,0.16,0.17,Matches
291,Guillermo Ochoa,mx MEX,GK,AVS Futebol,39-154,1985,7,7,630,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
292,Lawrence Ofori,gh GHA,MF,Moreirense,26-169,1998,8,7,614,6.8,0.15,0.15,0.29,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.09,0.10,0.88,4.26,0.88,0.15,0.15,0.29,0.15,0.29,0.01,0.09,0.10,0.01,0.10,Matches
293,Leonardo Oliveira,pt POR,FW,Famalic�o,19-310,2005,1,0,31,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
294,N�lson Oliveira,pt POR,FW,Vit�ria,33-128,1991,13,10,833,9.3,0.32,0.32,0.65,0.32,0.00,0.00,0.22,0.00,0.17,0.17,0.24,0.41,1.29,1.40,4.41,0.32,0.32,0.65,0.32,0.65,0.17,0.24,0.41,0.17,0.41,Matches
295,Paulo Oliveira,pt POR,DF,Braga,32-341,1992,5,5,440,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.22,0.22,0.00,0.22,0.41,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
296,Talys Oliveira,br BRA,DF,Farense,25-308,1999,3,3,250,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.11,1.43,4.64,4.29,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10,Matches
297,Samu Omorodion,es ESP,FW,Porto,20-223,2004,10,8,748,8.3,1.20,0.12,1.33,1.20,0.00,0.00,0.24,0.00,0.63,0.63,0.11,0.72,0.60,1.57,5.18,1.20,0.12,1.32,1.20,1.32,0.62,0.10,0.73,0.62,0.73,Matches
298,Bruno Onyemaechi,ng NGA,DF,Boavista,25-255,1999,13,12,1.117,12.4,0.08,0.00,0.08,0.08,0.00,0.00,0.16,0.00,0.05,0.05,0.06,0.10,1.21,2.10,4.11,0.08,0.00,0.08,0.08,0.08,0.05,0.06,0.11,0.05,0.11,Matches
299,Jandro Orellana,es ESP,MF,Estoril,24-129,2000,13,9,740,8.2,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.02,0.02,0.04,0.05,0.73,3.41,0.85,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
300,Nicol�s Otamendi,ar ARG,DF,Benfica,36-306,1988,11,10,906,10.1,0.10,0.20,0.30,0.10,0.00,0.00,0.10,0.00,0.08,0.08,0.13,0.21,0.30,4.36,0.10,0.10,0.20,0.30,0.10,0.30,0.08,0.13,0.21,0.08,0.21,Matches
301,Amine El Ouazzani,ma MAR,FW,Braga,23-152,2001,13,7,669,7.4,0.54,0.14,0.68,0.54,0.00,0.00,0.14,0.00,0.61,0.61,0.09,0.70,1.08,1.22,4.86,0.54,0.13,0.67,0.54,0.67,0.60,0.09,0.69,0.60,0.69,Matches
302,Amine Oudrhiri,ma MAR,MF,Rio Ave,32-040,1992,11,8,629,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.14,0.00,0.00,0.01,0.01,0.00,2.71,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
303,Pablo,br BRA,"MF,FW",Gil Vicente FC,20-347,2004,3,0,37,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.30,Matches
304,Renato Pantalon,hr CRO,DF,Rio Ave,27-048,1997,8,7,690,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.10,0.10,0.01,0.12,0.26,3.51,0.78,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.12,0.11,0.12,Matches
305,Jonathan Panzo,eng ENG,DF,Rio Ave,24-050,2000,7,6,481,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.06,0.06,0.08,0.13,0.94,4.15,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
306,David Pastor,br BRA,"DF,MF",Farense,24-298,2000,11,10,913,10.1,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.09,0.10,1.98,2.38,4.26,0.00,0.10,0.10,0.00,0.10,0.01,0.09,0.10,0.01,0.10,Matches
307,Patrick,br BRA,DF,Rio Ave,27-194,1997,10,8,725,8.1,0.12,0.00,0.12,0.12,0.00,0.00,0.62,0.12,0.14,0.14,0.00,0.14,1.11,3.46,0.49,0.12,0.00,0.12,0.12,0.12,0.13,0.00,0.13,0.13,0.13,Matches
308,Vangelis Pavlidis,gr GRE,FW,Benfica,26-023,1998,12,12,961,10.7,0.28,0.19,0.47,0.28,0.00,0.00,0.09,0.00,0.40,0.40,0.17,0.56,2.06,1.78,8.22,0.28,0.19,0.47,0.28,0.47,0.40,0.16,0.57,0.40,0.57,Matches
309,Z� Pedro Figueiredo,pt POR,DF,Porto,27-191,1997,8,7,657,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.03,0.03,0.03,0.05,0.55,5.89,0.55,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
310,Daniel Penha,br BRA,MF,Nacional,26-058,1998,10,6,519,5.8,0.17,0.00,0.17,0.17,0.00,0.00,0.00,0.00,0.14,0.14,0.07,0.21,2.07,4.14,3.79,0.17,0.00,0.17,0.17,0.17,0.14,0.07,0.21,0.14,0.21,Matches
311,Pep�,br BRA,"FW,MF",Porto,27-294,1997,13,10,927,10.3,0.29,0.19,0.49,0.29,0.00,0.00,0.19,0.00,0.38,0.38,0.22,0.60,1.26,3.59,7.67,0.29,0.19,0.49,0.29,0.49,0.38,0.23,0.61,0.38,0.61,Matches
312,Pereira,pt POR,"FW,MF",Casa Pia,22-303,2002,7,3,235,2.6,0.38,0.00,0.38,0.38,0.00,0.00,0.00,0.00,0.08,0.08,0.19,0.27,3.85,1.92,8.08,0.38,0.00,0.38,0.38,0.38,0.09,0.19,0.28,0.09,0.28,Matches
313,Francisco Pereira,pt POR,MF,Estoril,22-312,2002,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
314,Matheus Pereira,br BRA,"FW,MF",Santa Clara,23-359,2000,11,4,433,4.8,0.00,0.83,0.83,0.00,0.00,0.00,0.83,0.00,0.19,0.19,0.50,0.67,1.88,0.83,4.38,0.00,0.83,0.83,0.00,0.83,0.18,0.50,0.67,0.18,0.67,Matches
315,Sebasti�n P�rez Cardona,co COL,MF,Boavista,31-260,1993,12,9,827,9.2,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.11,0.03,0.03,0.07,0.10,0.33,4.78,0.43,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.10,0.03,0.10,Matches
316,Nehu�n P�rez,ar ARG,DF,Porto,24-173,2000,9,9,783,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.03,0.03,0.01,0.06,0.92,4.83,0.23,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
317,Petterson,br BRA,"MF,FW",Estrela,20-345,2004,3,0,69,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,1.25,5.00,11.3,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches
318,Lucas Piazon,br BRA,MF,AVS Futebol,30-329,1994,12,12,1.023,11.4,0.00,0.09,0.09,0.00,0.00,0.00,0.18,0.00,0.12,0.12,0.07,0.19,1.32,4.91,4.21,0.00,0.09,0.09,0.00,0.09,0.13,0.07,0.20,0.13,0.20,Matches
319,Wagner Pina,cv CPV,"DF,MF",Estoril,22-041,2002,13,11,956,10.6,0.19,0.09,0.28,0.19,0.00,0.00,0.19,0.00,0.14,0.14,0.07,0.21,1.51,1.13,4.62,0.19,0.09,0.28,0.19,0.28,0.14,0.06,0.20,0.14,0.20,Matches
320,Rodrigo Pinheiro,pt POR,DF,Famalic�o,22-108,2002,9,3,334,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,2.70,4.86,5.68,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
321,Rodrigo Pinho,br BRA,FW,Estrela,33-198,1991,13,7,672,7.5,0.40,0.00,0.40,0.27,0.13,0.13,0.00,0.00,0.43,0.32,0.00,0.32,0.80,0.80,2.00,0.40,0.00,0.40,0.27,0.27,0.43,0.00,0.43,0.32,0.33,Matches
322,Alexandre Pinto,pt POR,"DF,FW",Arouca,26-159,1998,3,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
323,Dinis Pinto,pt POR,DF,Moreirense,24-112,2000,8,6,567,6.3,0.32,0.16,0.48,0.32,0.00,0.00,0.32,0.00,0.10,0.10,0.08,0.17,2.70,3.97,4.76,0.32,0.16,0.48,0.32,0.48,0.09,0.08,0.18,0.09,0.18,Matches
324,Jaime Pinto,pt POR,"FW,MF",Farense,27-077,1997,4,0,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,5.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37,Matches
325,Jo�o Pinto,pt POR,MF,Gil Vicente FC,22-105,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
326,Ole Pohlmann,de GER,"MF,FW",Rio Ave,23-253,2001,9,6,505,5.6,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.05,0.09,1.96,2.68,3.93,0.00,0.18,0.18,0.00,0.18,0.03,0.05,0.08,0.03,0.08,Matches
327,Carlos Ponck,cv CPV,DF,Moreirense,29-336,1995,8,5,465,5.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.00,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
328,Boris Popovi?,rs SRB,DF,Arouca,24-292,2000,7,6,545,6.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.33,2.30,0.16,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
329,Dar�o Poveda,es ESP,FW,Farense,27-276,1997,11,6,582,6.5,0.31,0.15,0.46,0.31,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,1.23,1.54,4.15,0.31,0.15,0.46,0.31,0.46,0.22,0.01,0.22,0.22,0.22,Matches
330,Gianluca Prestianni,ar ARG,"MF,FW",Benfica,18-318,2006,7,4,274,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.17,0.17,0.03,0.23,2.33,6.67,12.3,0.00,0.00,0.00,0.00,0.00,0.18,0.04,0.22,0.18,0.22,Matches
331,Miguel Puche Garc�a,es ESP,"FW,DF",Arouca,23-228,2001,6,0,30,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,13.3,23.3,23.3,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
332,Quaresma,br BRA,DF,Arouca,28-114,1996,3,0,78,0.9,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,5.56,4.44,5.56,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
333,Eduardo Quaresma,pt POR,DF,Sporting CP,22-287,2002,6,5,391,4.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,2.79,7.67,1.40,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
334,Geovany Quenda,pt POR,"MF,DF",Sporting CP,17-228,2007,13,10,826,9.2,0.11,0.00,0.11,0.11,0.00,0.00,0.11,0.00,0.13,0.13,0.11,0.24,4.67,4.13,9.78,0.11,0.00,0.11,0.11,0.11,0.13,0.11,0.24,0.13,0.24,Matches
335,Jes�s Ram�rez,ve VEN,FW,Vit�ria,26-224,1998,12,3,330,3.7,0.54,0.27,0.81,0.54,0.00,0.00,0.00,0.00,0.57,0.57,0.11,0.68,0.81,1.62,6.22,0.55,0.27,0.82,0.55,0.82,0.59,0.10,0.68,0.59,0.68,Matches
336,Guilherme Ramos,pt POR,DF,Santa Clara,27-125,1997,2,1,69,0.8,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,1.25,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
337,Jo�o R�go,pt POR,FW,Benfica,19-177,2005,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
338,Francisco Reis Ferreira,pt POR,DF,Estrela,27-263,1997,7,7,586,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.02,0.02,0.02,0.03,0.62,3.38,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
339,Matheus Reis,br BRA,DF,Sporting CP,29-300,1995,11,6,496,5.5,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.11,0.16,2.36,9.45,5.45,0.00,0.18,0.18,0.00,0.18,0.04,0.12,0.16,0.04,0.16,Matches
340,Tiago Reis,br BRA,FW,Nacional,25-122,1999,7,3,231,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.62,0.62,0.04,0.69,0.00,0.77,3.08,0.00,0.00,0.00,0.00,0.00,0.64,0.06,0.70,0.64,0.70,Matches
341,Miguel Reisinho,pt POR,"MF,FW",Boavista,25-249,1999,11,9,882,9.8,0.41,0.00,0.41,0.00,0.41,0.41,0.31,0.00,0.40,0.08,0.02,0.10,0.31,2.96,4.18,0.41,0.00,0.41,0.00,0.00,0.40,0.02,0.42,0.08,0.10,Matches
342,Marco Ribeiro,pt POR,MF,Boavista,19-183,2005,7,0,54,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
343,Rodrigo Ribeiro,pt POR,FW,Sporting CP,19-230,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,1,0.00,0.00,0.00,0.00,0.00,16.35,0.00,16.35,16.35,16.35,Matches
344,Rodrigo Ribeiro,pt POR,FW,AVS Futebol,19-230,2005,6,5,438,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.04,0.27,1.84,0.82,4.29,0.00,0.00,0.00,0.00,0.00,0.24,0.03,0.28,0.24,0.28,Matches
345,Tom�s Ribeiro,pt POR,DF,Vit�ria,25-228,1999,4,3,315,3.5,0.29,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.00,2.00,0.29,0.29,0.00,0.29,0.29,0.29,0.07,0.00,0.07,0.07,0.07,Matches
346,Yuri Ribeiro,pt POR,DF,Braga,27-325,1997,6,3,280,3.1,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.06,0.06,0.03,0.10,1.61,8.71,6.13,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
347,Ricardinho,pt POR,"FW,MF",Santa Clara,26-130,1998,11,1,338,3.8,0.79,0.00,0.79,0.79,0.00,0.00,0.53,0.00,0.61,0.61,0.11,0.71,2.89,4.21,3.95,0.80,0.00,0.80,0.80,0.80,0.61,0.10,0.72,0.61,0.72,Matches
348,Riccieli,br BRA,DF,Famalic�o,26-088,1998,6,4,406,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
349,Omar Richards,eng ENG,"DF,MF",Rio Ave,26-303,1998,10,10,769,8.5,0.00,0.12,0.12,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.08,0.08,0.94,3.41,3.18,0.00,0.12,0.12,0.00,0.12,0.00,0.08,0.08,0.00,0.08,Matches
350,Rivaldo,,DF,Farense,24-087,2000,5,4,361,4.0,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.25,0.28,2.00,4.75,5.50,0.00,0.25,0.25,0.00,0.25,0.01,0.25,0.26,0.01,0.26,Matches
351,�scar Rivas,es ESP,DF,Vit�ria,24-262,2000,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,2.33,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
352,Pablo Roberto,br BRA,"FW,MF",Casa Pia,25-030,1999,7,2,234,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.08,0.27,1.92,4.23,6.54,0.00,0.00,0.00,0.00,0.00,0.19,0.09,0.28,0.19,0.28,Matches
353,Joel Robles,es ESP,GK,Estoril,34-180,1990,12,12,1.08,12.0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
354,Mat�as Rocha,uy URU,DF,Arouca,23-305,2001,3,3,260,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.34,0.03,0.03,0.00,0.03,0.00,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
355,Rochinha,pt POR,FW,Famalic�o,29-225,1995,11,10,674,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.05,0.05,0.07,0.12,1.60,2.80,3.07,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Matches
356,Afonso Rodrigues,pt POR,FW,Famalic�o,22-117,2002,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
357,Ivo Rodrigues,pt POR,"MF,FW",Arouca,29-259,1995,11,8,641,7.1,0.00,0.14,0.14,0.00,0.00,0.00,0.56,0.00,0.10,0.10,0.13,0.23,1.97,6.76,6.76,0.00,0.14,0.14,0.00,0.14,0.09,0.13,0.22,0.09,0.22,Matches
358,Lu�s Carlos Rocha Rodrigues,pt POR,DF,Santa Clara,38-123,1986,11,11,990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.02,0.02,0.00,0.02,0.09,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches
359,Rafael Rodrigues,pt POR,DF,AVS Futebol,22-291,2002,7,1,192,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.95,1.90,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
360,Ignacio Rodr�guez,uy URU,DF,AVS Futebol,21-034,2003,4,2,268,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
361,Benjam�n Rollheiser,ar ARG,"MF,FW",Benfica,24-265,2000,6,1,112,1.2,0.83,0.83,1.67,0.83,0.00,0.00,0.83,0.00,0.50,0.50,0.08,0.58,3.33,5.83,12.5,0.80,0.80,1.61,0.80,1.61,0.51,0.06,0.56,0.51,0.56,Matches
362,Baptiste Roux,fr FRA,"DF,MF",AVS Futebol,25-018,1999,11,11,982,10.9,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.01,0.18,2.48,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
363,Alan Ruiz,ar ARG,"MF,FW",Estrela,31-117,1993,12,6,558,6.2,0.00,0.16,0.16,0.00,0.00,0.00,0.65,0.00,0.06,0.06,0.11,0.18,1.45,4.68,4.68,0.00,0.16,0.16,0.00,0.16,0.06,0.11,0.17,0.06,0.17,Matches
364,Gustavo s�,pt POR,MF,Famalic�o,20-033,2004,13,12,855,9.5,0.11,0.11,0.21,0.11,0.00,0.00,0.21,0.00,0.11,0.11,0.08,0.19,1.16,3.16,4.21,0.11,0.11,0.21,0.11,0.21,0.10,0.09,0.19,0.10,0.19,Matches
365,Josu� S�,pt POR,DF,Gil Vicente FC,32-180,1992,5,2,175,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,1.58,3.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
366,Safira,br BRA,FW,Santa Clara,29-272,1995,11,10,746,8.3,0.24,0.24,0.48,0.12,0.12,0.24,0.60,0.00,0.37,0.18,0.30,0.48,0.60,1.33,2.77,0.24,0.24,0.48,0.12,0.36,0.37,0.30,0.67,0.18,0.48,Matches
367,Sala,es ESP,"FW,DF",Estoril,21-218,2003,7,0,114,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.23,0.38,0.77,3.08,8.46,0.00,0.00,0.00,0.00,0.00,0.10,0.26,0.36,0.10,0.36,Matches
368,Samu,pt POR,MF,Vit�ria,28-237,1996,13,9,752,8.4,0.00,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.19,0.26,0.83,5.48,5.12,0.00,0.12,0.12,0.00,0.12,0.07,0.19,0.26,0.07,0.26,Matches
369,Renato Sanches,pt POR,MF,Benfica,27-118,1997,5,0,87,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,19.0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
